No,Scopus_Match_Key,Scopus_ISSN,Scopus_EISSN,Scopus_Title,Active or Inactive,Coverage,Titles Discontinued by Scopus,Source Type,"Top level:

Life Sciences","Top level:

Social Sciences","Top level:

Physical Sciences","Top level:

Health Sciences","1000 
General","1100
Agricultural and Biological Sciences","1200
Arts and Humanities","1300
Biochemistry, Genetics and Molecular Biology","1400
Business, Management and Accounting","1500
Chemical Engineering","1600
Chemistry","1700
Computer Science","1800
Decision Sciences","1900
Earth and Planetary Sciences","2000
Economics, Econometrics and Finance","2100
Energy","2200
Engineering","2300
Environmental Science","2400
Immunology and Microbiology","2500
Materials Science","2600
Mathematics","2700
Medicine","2800
Neuroscience","2900
Nursing","3000
Pharmacology, Toxicology and Pharmaceutics","3100
Physics and Astronomy","3200
Psychology","3300
Social Sciences","3400
Veterinary","3500
Dentistry","3600
Health Professions"
143,0090-5364,0090-5364,2168-8966,Annals of Statistics,Active,1996-2026,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,,Decision Sciences ,,,,,,,,Mathematics ,,,,,,,,,,
144,0002-7162,0002-7162,1552-3349,Annals of the American Academy of Political and Social Science,Active,1890-2024,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
145,0020-3157,0020-3157,1572-9052,Annals of the Institute of Statistical Mathematics,Active,1959-2026; 1949-1957,,Journal,,,Physical Sciences,,,,,,,,,,,,,,,,,,Mathematics ,,,,,,,,,,
146,0160-7383,0160-7383,,Annals of Tourism Research,Active,1973-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,Social Sciences ,,,
147,2666-9579,,2666-9579,Annals of Tourism Research Empirical Insights,Active,2020-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,Social Sciences ,,,
148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,1941-1383,1941-1383,1941-1391,Annual Review of Economics,Active,2010-2025,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
151,1941-1367,1941-1367,1941-1375,Annual Review of Financial Economics,Active,2010-2025,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
152,annual review of organizational psychology and organizational behavior,,2327-0608,Annual Review of Organizational Psychology and Organizational Behavior,Active,2014-2025,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,Psychology ,,,,
153,0066-4308,0066-4308,1545-2085,Annual Review of Psychology,Active,1965-2026; 1960-1963; 1950-1958,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,Psychology ,,,,
154,1941-1340,1941-1340,1941-1359,Annual Review of Resource Economics,Active,2009-2025,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
155,0360-0572,0360-0572,1545-2115,Annual Review of Sociology,Active,1985-2025; 1979-1981; 1977; 1975,,Book Series,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
156,0003-6056,0003-6056,,Antitrust Law Journal,Inactive,1996-2016,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
157,0003-603X,0003-603X,1930-7969,Antitrust Bulletin,Active,1996-2026; 1994; 1985-1987; 1979; 1972-1973,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
158,0195-6663,0195-6663,1095-8304,Appetite,Active,1980-2026; 1970,,Journal,,Social Sciences,,Health Sciences,,,,,,,,,,,,,,,,,,,,Nursing ,,,Psychology ,,,,
159,0888-4080,0888-4080,1099-0720,Applied Cognitive Psychology,Active,1987-2026,,Journal,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,Psychology ,,,,
160,1993-7601,1993-7601,2410-6445,Applied Econometrics,Active,2006-2025,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
161,1578-4487,1578-4487,,Applied Econometrics and International Development,Active,2009-2024,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
162,2632-7627,,2632-7627,Applied Economic Analysis,Active,2019-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
163,2040-5804,2040-5790,2040-5804,Applied Economic Perspectives and Policy,Active,2010-2026; 1999; 1996; 1988-1989,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
164,0003-6846,0003-6846,1466-4283,Applied Economics,Active,1969-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
165,1350-4851,1350-4851,1466-4291,Applied Economics Letters,Active,1994-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
166,1611-6607,1611-6607,1865-5122,Applied Economics Quarterly,Inactive,2016-2023,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
167,0306-2619,0306-2619,1872-9118,Applied Energy,Active,1975-2026,,Journal,,,Physical Sciences,,,,,,,,,,,,,Energy ,Engineering ,Environmental Science ,,,,,,,,,,,,,
168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,0960-3107,0960-3107,1466-4305,Applied Financial Economics,Inactive,1991-2014,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
170,1175-5652,1175-5652,1179-1896,Applied Health Economics and Health Policy,Active,2008-2026; 2002-2006,,Journal,,Social Sciences,,Health Sciences,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,Medicine ,,,,,,,,,
171,1350-486X,1350-486X,1466-4313,Applied Mathematical Finance,Active,1999-2026; 1994-1997,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,Mathematics ,,,,,,,,,,
172,0146-6216,0146-6216,1552-3497,Applied Psychological Measurement,Active,1977-2026,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,Psychology ,Social Sciences ,,,
173,0269-994X,0269-994X,1464-0597,Applied Psychology,Active,1996-2026; 1961-1993; 1955,,Journal,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,Psychology ,,,,
174,1871-2584,1871-2584,1871-2576,Applied Research in Quality of Life,Active,2006-2026,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
175,1524-1904,1524-1904,1526-4025,Applied Stochastic Models in Business and Industry,Active,1999-2026,,Journal,,Social Sciences,Physical Sciences,,,,,,"Business, Management and Accounting ",,,,Decision Sciences ,,,,,,,,Mathematics ,,,,,,,,,,
176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,1365-7305,1365-7305,1365-7313,Aquaculture Economics and Management,Active,1997-2026,,Journal,Life Sciences,Social Sciences,Physical Sciences,,,Agricultural and Biological Sciences ,,,,,,,,,,,,Environmental Science ,,,,,,,,,,Social Sciences ,,,
178,0004-153X,0004-153X,,Arizona law review,Inactive,1999-2004; 1997; 1993-1995; 1989-1991; 1986; 1982-1983; 1975-1979,,Journal,,,,Health Sciences,,,,,,,,,,,,,,,,,,Medicine ,,,,,,,,,
179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,2056-4945,2056-4945,2056-4953,Arts and the Market,Active,2015-2025,,Journal,,Social Sciences,,,,,Arts and Humanities ,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,1610-2932,1610-2932,1612-1031,Asia Europe Journal,Active,2003-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,Social Sciences ,,,
184,1360-2381,1360-2381,1743-792X,Asia Pacific Business Review,Active,1994-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,asia pacific journal of health management,1833-3818,2204-3136,Asia Pacific Journal of Health Management,Active,2018-2025,,Journal,,,,Health Sciences,,,,,,,,,,,,,,,,,,Medicine ,,,,,,,,,Health Professions 
188,2288-5404,2288-5404,2288-6818,Asia Pacific Journal of Information Systems,Active,2018-2026,,Journal,,Social Sciences,,,,,,,,,,,Decision Sciences ,,,,,,,,,,,,,,,Social Sciences ,,,
189,0217-4561,0217-4561,1572-9958,Asia Pacific Journal of Management,Active,1983-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
190,1355-5855,1355-5855,1758-4248,Asia Pacific Journal of Marketing and Logistics,Active,1993-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,1094-1665,1094-1665,1741-6507,Asia Pacific Journal of Tourism Research,Active,2003-2026; 2000-2001; 1996,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,Social Sciences ,,,
193,1019-2557,1019-2557,1875-8444,Asia Pacific Law Review,Active,2008-2026,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,asia pacific sustainable development journal,2617-8400,2617-8419,Asia Pacific Sustainable Development Journal,Active,2024-2025,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,,,,"Economics, Econometrics and Finance ",Energy ,,Environmental Science ,,,,,,,,,,Social Sciences ,,,
196,1387-2834,1387-2834,1573-6946,Asia-Pacific Financial Markets,Active,1996-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
197,1608-1625,1608-1625,2164-2257,Asia-Pacific Journal of Accounting and Economics,Active,2000-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
198,1757-4323,1757-4323,1757-4331,Asia-Pacific Journal of Business Administration,Active,2009-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,Social Sciences ,,,
199,2041-9945,2041-9945,2041-6156,Asia-Pacific Journal of Financial Studies,Active,2006-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
200,1038-4111,1038-4111,1744-7941,Asia Pacific Journal of Human Resources,Active,2007-2026; 1978-1999; 1976; 1972-1974; 1970; 1966-1967,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
201,asiapacific journal of innovation in hospitality and tourism,2289-1471,2710-6519,Asia-Pacific Journal of Innovation in Hospitality and Tourism,Active,2017-2025,,Journal,,Social Sciences,Physical Sciences,,,,,,"Business, Management and Accounting ",,,,,,,,,Environmental Science ,,,,,,,,,,Social Sciences ,,,
202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,1029-3132,1029-3132,,Asia Pacific Management Review,Active,2007-2026; 2002,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,1394-2603,1394-2603,2180-4184,Asian Academy of Management Journal,Active,2011-2025,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
207,1823-4992,1823-4992,2180-4192,Asian Academy of Management Journal of Accounting and Finance,Active,2009-2025; 2006,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,0117-1968,0117-1968,,Asian and Pacific Migration Journal,Active,1992-2026,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
210,1472-4782,1472-4782,1476-9328,Asian Business and Management,Active,2008-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,Social Sciences ,,,
211,0116-1105,0116-1105,1996-7241,Asian Development Review,Active,2002-2026; 1983-2000,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
212,1351-3958,1351-3958,1467-8381,Asian Economic Journal,Active,1987-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
213,1535-3516,1535-3516,1536-0083,Asian Economic Papers,Active,2008-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
214,1832-8105,1832-8105,1748-3131,Asian Economic Policy Review,Active,2008-2026,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,Environmental Science ,,,,,,,,,,Social Sciences ,,,
215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,2459-9700,2459-9700,2443-4175,Asian Journal of Accounting Research,Active,2016-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,1985-4064,1985-4064,2180-3137,Asian Journal of Business and Accounting,Active,2008-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
221,2210-6723,2210-6723,2210-6731,Asian Journal of Business Ethics,Active,2012-2026,,Journal,,Social Sciences,,,,,Arts and Humanities ,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
222,2463-4522,2463-4522,1178-8933,Asian Journal of Business Research,Active,2018-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,Social Sciences ,,,
223,2044-2513,2044-2513,2044-2521,Asian Journal of International Law,Active,2011-2026,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
224,0972-8201,0972-8201,0973-0621,Asian Journal of Management Cases,Active,2004-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,0218-5377,0218-5377,1750-7812,Asian Journal of Political Science,Active,1993-2026,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
227,1568-4849,1568-4849,1568-5314,Asian Journal of Social Science,Active,2000-2026; 1973-1995,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
228,1744-1730,1744-1730,1744-1749,Asian Population Studies,Active,2006-2026,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
229,1758-8863,1321-7348,1758-8863,Asian Review of Accounting,Active,1994-2026; 1992,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
230,0004-4687,0004-4687,1533-838X,Asian Survey,Active,1970-2026,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
231,0818-9935,0818-9935,1467-8411,Asian-Pacific Economic Literature,Active,1987-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,1863-8171,1863-8171,1863-818X,AStA Advances in Statistical Analysis,Active,2008-2026,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,Mathematics ,,,,,,,Social Sciences ,,,
235,0515-0361,0515-0361,1783-1350,ASTIN Bulletin,Active,1984-2026; 1977-1982; 1971-1975; 1958-1969,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
236,1543-866X,,1543-866X,ATA Journal of Legal Tax Research,Active,2018-2025; 2011-2016,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
237,0197-4254,0197-4254,1573-9678,Atlantic Economic Journal,Active,1973-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,0278-0380,0278-0380,1558-7991,Auditing,Active,1996-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
241,1834-2000,1834-2000,1834-2019,"Australasian Accounting, Business and Finance Journal",Active,2014-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,1449-8618,1449-8618,1326-2238,Australasian Journal of Information Systems,Active,2009-2025; 2007; 2005; 1996,,Journal,,Social Sciences,Physical Sciences,,,,,,"Business, Management and Accounting ",,,Computer Science ,Decision Sciences ,,,,,,,,,,,,,,,,,,
246,1320-5323,1320-5323,,Australasian Journal of Natural Resources Law and Policy,Inactive,2008-2013,,Journal,,,Physical Sciences,,,,,,,,,,,,,,,Environmental Science ,,,,,,,,,,,,,
247,australasian journal of regional studies,1030-7923,,Australasian Journal of Regional Studies,Active,2016-2024; 2014,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,Environmental Science ,,,,,,,,,,Social Sciences ,,,
248,1440-6381,1440-6381,1741-6612,Australasian Journal on Ageing,Active,1998-2026,,Journal,,,,Health Sciences,,,,,,,,,,,,,,,,,,Medicine ,,Nursing ,,,,,,,
249,1441-3582,1441-3582,1839-3349,Australasian Marketing Journal,Active,2003-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
250,1035-6908,1035-6908,1835-2561,Australian Accounting Review,Active,1991-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
251,0004-8658,0004-8658,1837-9273,Australian and New Zealand Journal of Criminology,Inactive,1990-2020; 1968-1988,,Journal,,Social Sciences,,Health Sciences,,,,,,,,,,,,,,,,,,Medicine ,,,,,,Social Sciences ,,,
252,1369-1473,1369-1473,1467-842X,Australian and New Zealand Journal of Statistics,Active,1998-2026,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,,Decision Sciences ,,,,,,,,Mathematics ,,,,,,,,,,
253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,1321-7844,1321-7844,,Australian Commodities,Inactive,1996-2011,,Trade Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
256,,,2832-157X,Asia-Pacific Economic History Review,Active,2023-2026,,Journal,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
257,0004-900X,0004-900X,1467-8454,Australian Economic Papers,Active,2008-2026; 2006; 2001; 1999; 1962-1997,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,1443-0738,1443-0738,1839-4191,Australian Journal of Asian Law,Active,2022-2025; 2019-2020,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
262,1038-4162,1038-4162,2200-6974,Australian Journal of Career Development,Active,2012-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,Social Sciences ,,,
263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,0814-0626,0814-0626,2049-775X,Australian Journal of Environmental Education,Active,2001-2026; 1984-1999,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,,,,,,,Environmental Science ,,,,,,,,,,Social Sciences ,,,
266,1323-238X,1323-238X,2573-573X,Australian Journal of Human Rights,Active,1996-2026; 1994,,Journal,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
267,1035-7718,1035-7718,1465-332X,Australian Journal of International Affairs,Active,1990-2026,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,0312-8962,0312-8962,1327-2020,Australian Journal of Management,Active,1976-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
271,1036-1146,1036-1146,1363-030X,Australian Journal of Political Science,Active,1990-2026,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
272,0313-6647,0313-6647,1467-8500,Australian Journal of Public Administration,Active,1937-2026,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
273,0004-9611,0004-9611,,Australian Law Journal,Inactive,2013; 1996; 1993; 1986-1988; 1976-1978; 1974,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,0005-0067,0005-0067,1742-9544,Australian Psychologist,Active,1966-2026,,Journal,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,Psychology ,,,,
276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,1406-099X,1406-099X,2334-4385,Baltic Journal of Economics,Active,2008-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
281,1746-5265,1746-5265,1746-5273,Baltic Journal of Management,Active,2006-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,0005-5506,0005-5506,,Banking Law Journal,Active,2025-2026; 2018-2023; 1996-2012,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
