id,scimago_match_key,scimago_issn,scimago_eissn,Scimago_Title,SJR Best Quartile,Scimago_Categories,Scimago_Areas
1335,0022-0027,1552-8766,0022-0027,Journal of Conflict Resolution,Q1,"Business, Management and Accounting (miscellaneous) (Q1); Political Science and International Relations (Q1); Sociology and Political Science (Q1)","Business, Management and Accounting; Social Sciences"
1336,,,,,,,
1337,0733-9364,1943-7862,0733-9364,Journal of Construction Engineering and Management,Q1,Building and Construction (Q1); Civil and Structural Engineering (Q1); Industrial Relations (Q1); Strategy and Management (Q1),"Business, Management and Accounting; Engineering"
1338,1072-0537,1521-0650,1072-0537,Journal of Constructivist Psychology,Q1,Linguistics and Language (Q1); Developmental and Educational Psychology (Q3); Social Psychology (Q3),Psychology; Social Sciences
1339,0022-0078,0022-0078,1745-6606,Journal of Consumer Affairs,Q1,"Economics, Econometrics and Finance (miscellaneous) (Q1); Sociology and Political Science (Q1)","Economics, Econometrics and Finance; Social Sciences"
1340,1472-0817,1479-1838,1472-0817,Journal of Consumer Behaviour,Q1,Applied Psychology (Q1); Social Psychology (Q1),Psychology
1341,0736-3761,0736-3761,,Journal of Consumer Marketing,Q1,Business and International Management (Q1); Marketing (Q2),"Business, Management and Accounting"
1342,0168-7034,0168-7034,1573-0700,Journal of Consumer Policy,Q2,"Business, Management and Accounting (miscellaneous) (Q2); Economics and Econometrics (Q2)","Business, Management and Accounting; Economics, Econometrics and Finance"
1343,1057-7408,1532-7663,1057-7408,Journal of Consumer Psychology,Q1,Applied Psychology (Q1); Marketing (Q1),"Business, Management and Accounting; Psychology"
1344,0093-5301,0093-5301,1537-5277,Journal of Consumer Research,Q1,Anthropology (Q1); Arts and Humanities (miscellaneous) (Q1); Business and International Management (Q1); Economics and Econometrics (Q1); Marketing (Q1),"Arts and Humanities; Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
1345,0899-8620,0899-8620,,"Journal of Consumer Satisfaction, Dissatisfaction and Complaining Behavior",Q3,Business and International Management (Q3); Applied Psychology (Q4); Marketing (Q4); Social Psychology (Q4),"Business, Management and Accounting; Psychology"
1346,1815-5669,1815-5669,,Journal of Contemporary Accounting and Economics,Q2,Accounting (Q2),"Business, Management and Accounting"
1347,,,,,,,
1348,,,,,,,
1349,1547-0148,1547-0148,1547-0156,Journal of Convention and Event Tourism,Q3,"Tourism, Leisure and Hospitality Management (Q3)","Business, Management and Accounting"
1350,1044-8136,1097-0053,1044-8136,Journal of Corporate Accounting and Finance,Q2,"Economics, Econometrics and Finance (miscellaneous) (Q2); Accounting (Q3)","Business, Management and Accounting; Economics, Econometrics and Finance"
1351,0929-1199,0929-1199,,Journal of Corporate Finance,Q1,Business and International Management (Q1); Economics and Econometrics (Q1); Finance (Q1); Strategy and Management (Q1),"Business, Management and Accounting; Economics, Econometrics and Finance"
1352,1473-5970,1757-8426,1473-5970,Journal of Corporate Law Studies,Q1,Law (Q1),Social Sciences
1353,1463-001X,1463-001X,1479-1048,Journal of Corporate Real Estate,Q2,"Business, Management and Accounting (miscellaneous) (Q2); Finance (Q2)","Business, Management and Accounting; Economics, Econometrics and Finance"
1354,,,,,,,
1355,,,,,,,
1356,2394-9643,2394-9643,2454-213X,Journal of Creating Value,Q3,"Business and International Management (Q3); Business, Management and Accounting (miscellaneous) (Q3); Marketing (Q3)","Business, Management and Accounting"
1357,0973-2586,0973-2594,0973-2586,Journal of Creative Communications,Q2,Communication (Q2),Social Sciences
1358,1744-6619,1755-9723,1744-6619,Journal of Credit Risk,Q4,Economics and Econometrics (Q4); Finance (Q4),"Economics, Econometrics and Finance"
1359,0022-0221,0022-0221,1552-5422,Journal of Cross-Cultural Psychology,Q1,Anthropology (Q1); Cultural Studies (Q1); Social Psychology (Q1),Psychology; Social Sciences
1360,1542-8052,1542-8052,1542-8044,Journal of Culinary Science and Technology,Q3,Food Science (Q3),Agricultural and Biological Sciences
1361,0885-2545,0885-2545,1573-6997,Journal of Cultural Economics,Q1,"Economics, Econometrics and Finance (miscellaneous) (Q1)","Economics, Econometrics and Finance"
1362,2044-1266,2044-1274,2044-1266,Journal of Cultural Heritage Management and Sustainable Development,Q1,"Conservation (Q1); Business, Management and Accounting (miscellaneous) (Q2); Geography, Planning and Development (Q2); Urban Studies (Q2)","Arts and Humanities; Business, Management and Accounting; Social Sciences"
1363,1064-1734,1064-1734,2164-7313,Journal of Current Issues and Research in Advertising,Q2,Marketing (Q2),"Business, Management and Accounting"
1364,,,,,,,
1365,1063-8016,1533-8010,1063-8016,Journal of Database Management,Q3,Hardware and Architecture (Q3); Information Systems (Q3); Software (Q3),Computer Science
1366,,,,,,,
1367,1246-0125,2116-7052,1246-0125,Journal of Decision Systems,Q1,Library and Information Sciences (Q1); Management Information Systems (Q1); Software (Q2),"Business, Management and Accounting; Computer Science; Social Sciences"
1368,2054-0892,2054-0892,2054-0906,Journal of Demographic Economics,Q2,"Demography (Q2); Geography, Planning and Development (Q2); Economics and Econometrics (Q3)","Economics, Econometrics and Finance; Social Sciences"
1369,,,,,,,
1370,2212-571X,2212-571X,,Journal of Destination Marketing and Management,Q1,"Business and International Management (Q1); Marketing (Q1); Strategy and Management (Q1); Tourism, Leisure and Hospitality Management (Q1)","Business, Management and Accounting"
1371,0304-3878,0304-3878,,Journal of Development Economics,Q1,Development (Q1); Economics and Econometrics (Q1),"Economics, Econometrics and Finance; Social Sciences"
1372,0022-0388,0022-0388,1743-9140,Journal of Development Studies,Q1,Development (Q1),Social Sciences
1373,2050-0076,2050-0084,2050-0076,Journal of Digital and Social Media Marketing,Q3,Communication (Q3); Marketing (Q4),"Business, Management and Accounting; Social Sciences"
1374,2773-0670,2773-0670,,Journal of Digital Economy,Q1,"Business, Management and Accounting (miscellaneous) (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q1)","Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
1375,0022-0418,0022-0418,,Journal of Documentation,Q1,Library and Information Sciences (Q1); Information Systems (Q2),Computer Science; Social Sciences
1376,,,,,,,
1377,1066-9868,1066-9868,1528-6959,Journal of East-West Business,Q3,"Business and International Management (Q3); Development (Q3); Geography, Planning and Development (Q3)","Business, Management and Accounting; Social Sciences"
1378,,,,,,,
1379,2156-6674,2156-6674,,Journal of Econometric Methods,Q1,Applied Mathematics (Q1); Statistics and Probability (Q1); Economics and Econometrics (Q2),"Economics, Econometrics and Finance; Mathematics"
1380,0304-4076,0304-4076,1872-6895,Journal of Econometrics,Q1,Applied Mathematics (Q1); Economics and Econometrics (Q1),"Economics, Econometrics and Finance; Mathematics"
1381,2054-6246,2054-6238,2054-6246,Journal of Economic and Administrative Sciences,Q2,"Business, Management and Accounting (miscellaneous) (Q2); Economics and Econometrics (Q2)","Business, Management and Accounting; Economics, Econometrics and Finance"
1382,0747-9662,0747-9662,1875-8932,Journal of Economic and Social Measurement,Q3,Social Sciences (miscellaneous) (Q3),Social Sciences
1383,,,,,,,
1384,0167-2681,0167-2681,,Journal of Economic Behavior and Organization,Q1,Economics and Econometrics (Q1); Organizational Behavior and Human Resource Management (Q1),"Business, Management and Accounting; Economics, Econometrics and Finance"
1385,0254-8372,0254-8372,,Journal of Economic Development,Q4,Economics and Econometrics (Q4); Finance (Q4),"Economics, Econometrics and Finance"
1386,0165-1889,0165-1889,,Journal of Economic Dynamics and Control,Q1,Applied Mathematics (Q1); Control and Optimization (Q1); Economics and Econometrics (Q1),"Economics, Econometrics and Finance; Mathematics"
1387,1468-2702,1468-2702,1468-2710,Journal of Economic Geography,Q1,"Economics and Econometrics (Q1); Geography, Planning and Development (Q1)","Economics, Econometrics and Finance; Social Sciences"
1388,1381-4338,1573-7020,1381-4338,Journal of Economic Growth,Q1,Economics and Econometrics (Q1),"Economics, Econometrics and Finance"
1389,,,,,,,
1390,1225-651X,1976-5525,1225-651X,Journal of Economic Integration,Q2,"Economics, Econometrics and Finance (miscellaneous) (Q2)","Economics, Econometrics and Finance"
1391,1860-711X,1860-711X,1860-7128,Journal of Economic Interaction and Coordination,Q3,Business and International Management (Q3); Economics and Econometrics (Q3),"Business, Management and Accounting; Economics, Econometrics and Finance"
1392,0021-3624,1946-326X,0021-3624,Journal of Economic Issues,Q3,"Business, Management and Accounting (miscellaneous) (Q3); Economics and Econometrics (Q3)","Business, Management and Accounting; Economics, Econometrics and Finance"
1393,journal of economic literature,0022-0515,,Journal of Economic Literature,Q1,Economics and Econometrics (Q1),"Economics, Econometrics and Finance"
1394,1350-178X,1469-9427,1350-178X,Journal of Economic Methodology,Q2,"Economics, Econometrics and Finance (miscellaneous) (Q2)","Economics, Econometrics and Finance"
1395,0895-3309,0895-3309,1944-7965,Journal of Economic Perspectives,Q1,Economics and Econometrics (Q1),"Economics, Econometrics and Finance"
1396,1748-7870,1748-7889,1748-7870,Journal of Economic Policy Reform,Q1,"Economics, Econometrics and Finance (miscellaneous) (Q1); Business and International Management (Q2)","Business, Management and Accounting; Economics, Econometrics and Finance"
1397,0167-4870,0167-4870,,Journal of Economic Psychology,Q1,Applied Psychology (Q1); Economics and Econometrics (Q1); Sociology and Political Science (Q1),"Economics, Econometrics and Finance; Psychology; Social Sciences"
1398,,,,,,,
1399,,,,,,,
1400,0144-3585,0144-3585,,Journal of Economic Studies,Q1,"Economics, Econometrics and Finance (miscellaneous) (Q1)","Economics, Econometrics and Finance"
1401,0950-0804,1467-6419,0950-0804,Journal of Economic Surveys,Q1,Economics and Econometrics (Q1),"Economics, Econometrics and Finance"
1402,0022-0531,1095-7235,0022-0531,Journal of Economic Theory,Q1,Economics and Econometrics (Q1),"Economics, Econometrics and Finance"
1403,0931-8658,1617-7134,0931-8658,Journal of Economics/ Zeitschrift fur Nationalokonomie,Q3,"Business, Management and Accounting (miscellaneous) (Q3); Economics and Econometrics (Q3)","Business, Management and Accounting; Economics, Econometrics and Finance"
1404,0013-3035,0013-3035,,Ekonomicky Casopis,Q4,Economics and Econometrics (Q4),"Economics, Econometrics and Finance"
1405,1058-6407,1530-9134,1058-6407,Journal of Economics and Management Strategy,Q1,"Business, Management and Accounting (miscellaneous) (Q1); Economics and Econometrics (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1)","Business, Management and Accounting; Economics, Econometrics and Finance"
1406,0148-6195,0148-6195,,Journal of Economics and Business,Q1,"Business, Management and Accounting (miscellaneous) (Q1); Economics and Econometrics (Q2); Finance (Q2)","Business, Management and Accounting; Economics, Econometrics and Finance"
1407,1859-0020,2632-5330,1859-0020,Journal of Economics and Development,Q1,"Business, Management and Accounting (miscellaneous) (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1); Accounting (Q2); Economics and Econometrics (Q2)","Business, Management and Accounting; Economics, Econometrics and Finance"
1408,1055-0925,1055-0925,1938-9744,Journal of Economics and Finance,Q3,Economics and Econometrics (Q3); Finance (Q3),"Economics, Econometrics and Finance"
1409,,,,,,,
1410,0021-4027,2366-049X,0021-4027,Jahrbucher fur Nationalokonomie und Statistik,Q1,"Social Sciences (miscellaneous) (Q1); Business, Management and Accounting (miscellaneous) (Q2); Economics and Econometrics (Q2)","Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
1411,,,,,,,
1412,1472-4049,1472-4049,1747-7638,Journal of Ecotourism,Q1,"Geography, Planning and Development (Q1); Tourism, Leisure and Hospitality Management (Q2)","Business, Management and Accounting; Social Sciences"
1413,1363-9080,1363-9080,1469-9435,Journal of Education and Work,Q2,Education (Q2); Organizational Behavior and Human Resource Management (Q2); Public Administration (Q2),"Business, Management and Accounting; Social Sciences"
1414,0098-9495,1944-6470,0098-9495,Journal of Education Finance,Q3,Education (Q3); Finance (Q3); Public Administration (Q3),"Economics, Econometrics and Finance; Social Sciences"
1415,0883-2323,0883-2323,1940-3356,Journal of Education for Business,Q3,"Business, Management and Accounting (miscellaneous) (Q3); Education (Q3)","Business, Management and Accounting; Social Sciences"
1416,0957-8234,0957-8234,,Journal of Educational Administration,Q1,Education (Q1); Public Administration (Q1),Social Sciences
1417,,,,,,,
1418,1539-2937,1539-2937,1539-2929,Journal of Electronic Commerce in Organizations,Q3,Computer Networks and Communications (Q3); Computer Science Applications (Q3); Marketing (Q3); Strategy and Management (Q3),"Business, Management and Accounting; Computer Science"
